"Country","Date","Statistic","Value"
"Mali",2015-11-17,"Cases",8
"Mali",2015-11-17,"Deaths",6
"Spain",2015-11-17,"Cases",1
"Spain",2015-11-17,"Deaths",0
"Liberia",2015-11-20,"Cases",10666
"Liberia",2015-11-20,"Deaths",4806
"Senegal",2015-11-20,"Cases",1
"Senegal",2015-11-20,"Deaths",0
"Guinea",2015-11-20,"Cases",3804
"Guinea",2015-11-20,"Deaths",2536
"Liberia",2015-11-20,"Cases",10666
"Liberia",2015-11-20,"Deaths",4806
"Sierra Leone",2015-11-20,"Cases",14122
"Sierra Leone",2015-11-20,"Deaths",3955
"Spain",2015-11-20,"Cases",1
"Spain",2015-11-20,"Deaths",0
"United States of America",2015-11-20,"Cases",4
"United States of America",2015-11-20,"Deaths",1
"Mali",2015-11-20,"Cases",8
"Mali",2015-11-20,"Deaths",6
"United Kingdom",2015-11-20,"Cases",1
"United Kingdom",2015-11-20,"Deaths",0
"Nigeria",2015-11-20,"Cases",20
"Nigeria",2015-11-20,"Deaths",8
"Italy",2015-11-20,"Cases",1
"Italy",2015-11-20,"Deaths",0
"United States of America",2015-11-24,"Cases",4
"United States of America",2015-11-24,"Deaths",1
"Mali",2015-11-24,"Cases",8
"Mali",2015-11-24,"Deaths",6
"Liberia",2015-11-24,"Cases",10666
"Liberia",2015-11-24,"Deaths",4806
"Nigeria",2015-11-24,"Cases",20
"Nigeria",2015-11-24,"Deaths",8
"Senegal",2015-11-24,"Cases",1
"Senegal",2015-11-24,"Deaths",0
"Sierra Leone",2015-11-24,"Cases",14122
"Sierra Leone",2015-11-24,"Deaths",3955
"United Kingdom",2015-11-24,"Cases",1
"United Kingdom",2015-11-24,"Deaths",0
"Guinea",2015-11-24,"Cases",3804
"Guinea",2015-11-24,"Deaths",2536
"Italy",2015-11-24,"Cases",1
"Italy",2015-11-24,"Deaths",0
"Spain",2015-11-24,"Cases",1
"Spain",2015-11-24,"Deaths",0
"Liberia",2015-11-24,"Cases",10666
"Liberia",2015-11-24,"Deaths",4806
"United States of America",2015-11-26,"Cases",4
"United States of America",2015-11-26,"Deaths",1
"Italy",2015-11-26,"Cases",1
"Italy",2015-11-26,"Deaths",0
"Guinea",2015-11-26,"Cases",3804
"Guinea",2015-11-26,"Deaths",2536
"United Kingdom",2015-11-26,"Cases",1
"United Kingdom",2015-11-26,"Deaths",0
"Liberia",2015-11-26,"Cases",10666
"Liberia",2015-11-26,"Deaths",4806
"Spain",2015-11-26,"Cases",1
"Spain",2015-11-26,"Deaths",0
"Liberia",2015-11-26,"Cases",10666
"Liberia",2015-11-26,"Deaths",4806
"Senegal",2015-11-26,"Cases",1
"Senegal",2015-11-26,"Deaths",0
"Nigeria",2015-11-26,"Cases",20
"Nigeria",2015-11-26,"Deaths",8
"Mali",2015-11-26,"Cases",8
"Mali",2015-11-26,"Deaths",6
"Sierra Leone",2015-11-26,"Cases",14122
"Sierra Leone",2015-11-26,"Deaths",3955
"Nigeria",2015-12-01,"Cases",20
"Nigeria",2015-12-01,"Deaths",8
"Italy",2015-12-01,"Cases",1
"Italy",2015-12-01,"Deaths",0
"Guinea",2015-12-01,"Cases",3804
"Guinea",2015-12-01,"Deaths",2536
"Liberia",2015-12-01,"Cases",10666
"Liberia",2015-12-01,"Deaths",4806
"Spain",2015-12-01,"Cases",1
"Spain",2015-12-01,"Deaths",0
"United States of America",2015-12-01,"Cases",4
"United States of America",2015-12-01,"Deaths",1
"Liberia",2015-12-01,"Cases",10666
"Liberia",2015-12-01,"Deaths",4806
"Sierra Leone",2015-12-01,"Cases",14122
"Sierra Leone",2015-12-01,"Deaths",3955
"Senegal",2015-12-01,"Cases",1
"Senegal",2015-12-01,"Deaths",0
"Mali",2015-12-01,"Cases",8
"Mali",2015-12-01,"Deaths",6
"United Kingdom",2015-12-01,"Cases",1
"United Kingdom",2015-12-01,"Deaths",0
"Guinea",2015-12-02,"Cases",3804
"Guinea",2015-12-02,"Deaths",2536
"United Kingdom",2015-12-02,"Cases",1
"United Kingdom",2015-12-02,"Deaths",0
"United States of America",2015-12-02,"Cases",4
"United States of America",2015-12-02,"Deaths",1
"Liberia",2015-12-02,"Cases",10666
"Liberia",2015-12-02,"Deaths",4806
"Spain",2015-12-02,"Cases",1
"Spain",2015-12-02,"Deaths",0
"Liberia",2015-12-02,"Cases",10666
"Liberia",2015-12-02,"Deaths",4806
"Sierra Leone",2015-12-02,"Cases",14122
"Sierra Leone",2015-12-02,"Deaths",3955
"Senegal",2015-12-02,"Cases",1
"Senegal",2015-12-02,"Deaths",0
"Mali",2015-12-02,"Cases",8
"Mali",2015-12-02,"Deaths",6
"Nigeria",2015-12-02,"Cases",20
"Nigeria",2015-12-02,"Deaths",8
"Italy",2015-12-02,"Cases",1
"Italy",2015-12-02,"Deaths",0
"Guinea",2015-12-03,"Cases",3805
"Guinea",2015-12-03,"Deaths",2536
"Liberia",2015-12-03,"Cases",10666
"Liberia",2015-12-03,"Deaths",4806
"Italy",2015-12-03,"Cases",1
"Italy",2015-12-03,"Deaths",0
"Liberia",2015-12-03,"Cases",10666
"Liberia",2015-12-03,"Deaths",4806
"Mali",2015-12-03,"Cases",8
"Mali",2015-12-03,"Deaths",6
"United States of America",2015-12-03,"Cases",4
"United States of America",2015-12-03,"Deaths",1
"United Kingdom",2015-12-03,"Cases",1
"United Kingdom",2015-12-03,"Deaths",0
"Spain",2015-12-03,"Cases",1
"Spain",2015-12-03,"Deaths",0
"Nigeria",2015-12-03,"Cases",20
"Nigeria",2015-12-03,"Deaths",8
"Sierra Leone",2015-12-03,"Cases",14122
"Sierra Leone",2015-12-03,"Deaths",3955
"Senegal",2015-12-03,"Cases",1
"Senegal",2015-12-03,"Deaths",0
"Guinea",2015-12-09,"Cases",3804
"Guinea",2015-12-09,"Deaths",2536
"United Kingdom",2015-12-09,"Cases",1
"United Kingdom",2015-12-09,"Deaths",0
"Spain",2015-12-09,"Cases",1
"Spain",2015-12-09,"Deaths",0
"Italy",2015-12-09,"Cases",1
"Italy",2015-12-09,"Deaths",0
"Liberia",2015-12-09,"Cases",10666
"Liberia",2015-12-09,"Deaths",4806
"Senegal",2015-12-09,"Cases",1
"Senegal",2015-12-09,"Deaths",0
"United States of America",2015-12-09,"Cases",4
"United States of America",2015-12-09,"Deaths",1
"Liberia",2015-12-09,"Cases",10666
"Liberia",2015-12-09,"Deaths",4806
"Mali",2015-12-09,"Cases",8
"Mali",2015-12-09,"Deaths",6
"Sierra Leone",2015-12-09,"Cases",14122
"Sierra Leone",2015-12-09,"Deaths",3955
"Nigeria",2015-12-09,"Cases",20
"Nigeria",2015-12-09,"Deaths",8
"Italy",2015-12-10,"Cases",1
"Italy",2015-12-10,"Deaths",0
"Spain",2015-12-10,"Cases",1
"Spain",2015-12-10,"Deaths",0
"Nigeria",2015-12-10,"Cases",20
"Nigeria",2015-12-10,"Deaths",8
"Liberia",2015-12-10,"Cases",10666
"Liberia",2015-12-10,"Deaths",4806
"Guinea",2015-12-10,"Cases",3804
"Guinea",2015-12-10,"Deaths",2536
"United Kingdom",2015-12-10,"Cases",1
"United Kingdom",2015-12-10,"Deaths",0
"United States of America",2015-12-10,"Cases",4
"United States of America",2015-12-10,"Deaths",1
"Mali",2015-12-10,"Cases",8
"Mali",2015-12-10,"Deaths",6
"Liberia",2015-12-10,"Cases",10666
"Liberia",2015-12-10,"Deaths",4806
"Senegal",2015-12-10,"Cases",1
"Senegal",2015-12-10,"Deaths",0
"Sierra Leone",2015-12-10,"Cases",14122
"Sierra Leone",2015-12-10,"Deaths",3955
"Spain",2015-12-11,"Cases",1
"Spain",2015-12-11,"Deaths",0
"United States of America",2015-12-11,"Cases",4
"United States of America",2015-12-11,"Deaths",1
"Nigeria",2015-12-11,"Cases",20
"Nigeria",2015-12-11,"Deaths",8
"Senegal",2015-12-11,"Cases",1
"Senegal",2015-12-11,"Deaths",0
"Guinea",2015-12-11,"Cases",3804
"Guinea",2015-12-11,"Deaths",2536
"Mali",2015-12-11,"Cases",8
"Mali",2015-12-11,"Deaths",6
"United Kingdom",2015-12-11,"Cases",1
"United Kingdom",2015-12-11,"Deaths",0
"Liberia",2015-12-11,"Cases",10666
"Liberia",2015-12-11,"Deaths",4806
"Italy",2015-12-11,"Cases",1
"Italy",2015-12-11,"Deaths",0
"Sierra Leone",2015-12-11,"Cases",14122
"Sierra Leone",2015-12-11,"Deaths",3955
"Liberia",2015-12-11,"Cases",10666
"Liberia",2015-12-11,"Deaths",4806
"Sierra Leone",2015-12-15,"Cases",14122
"Sierra Leone",2015-12-15,"Deaths",3955
"United States of America",2015-12-15,"Cases",4
"United States of America",2015-12-15,"Deaths",1
"Mali",2015-12-15,"Cases",8
"Mali",2015-12-15,"Deaths",6
"Spain",2015-12-15,"Cases",1
"Spain",2015-12-15,"Deaths",0
"Italy",2015-12-15,"Cases",1
"Italy",2015-12-15,"Deaths",0
"Guinea",2015-12-15,"Cases",3807
"Guinea",2015-12-15,"Deaths",2536
"Senegal",2015-12-15,"Cases",1
"Senegal",2015-12-15,"Deaths",0
"Nigeria",2015-12-15,"Cases",20
"Nigeria",2015-12-15,"Deaths",8
"Liberia",2015-12-15,"Cases",10666
"Liberia",2015-12-15,"Deaths",4806
"United Kingdom",2015-12-15,"Cases",1
"United Kingdom",2015-12-15,"Deaths",0
"Liberia",2015-12-15,"Cases",10666
"Liberia",2015-12-15,"Deaths",4806
"Spain",2015-12-16,"Cases",1
"Spain",2015-12-16,"Deaths",0
"Mali",2015-12-16,"Cases",8
"Mali",2015-12-16,"Deaths",6
"Guinea",2015-12-16,"Cases",3807
"Guinea",2015-12-16,"Deaths",2536
"United Kingdom",2015-12-16,"Cases",1
"United Kingdom",2015-12-16,"Deaths",0
"Italy",2015-12-16,"Cases",1
"Italy",2015-12-16,"Deaths",0
"United States of America",2015-12-16,"Cases",4
"United States of America",2015-12-16,"Deaths",1
"Nigeria",2015-12-16,"Cases",20
"Nigeria",2015-12-16,"Deaths",8
"Senegal",2015-12-16,"Cases",1
"Senegal",2015-12-16,"Deaths",0
"Liberia",2015-12-16,"Cases",10666
"Liberia",2015-12-16,"Deaths",4806
"Sierra Leone",2015-12-16,"Cases",14122
"Sierra Leone",2015-12-16,"Deaths",3955
"Liberia",2015-12-16,"Cases",10666
"Liberia",2015-12-16,"Deaths",4806
"Liberia",2015-12-17,"Cases",10666
"Liberia",2015-12-17,"Deaths",4806
"Nigeria",2015-12-17,"Cases",20
"Nigeria",2015-12-17,"Deaths",8
"Spain",2015-12-17,"Cases",1
"Spain",2015-12-17,"Deaths",0
"Liberia",2015-12-17,"Cases",10666
"Liberia",2015-12-17,"Deaths",4806
"Mali",2015-12-17,"Cases",8
"Mali",2015-12-17,"Deaths",6
"United Kingdom",2015-12-17,"Cases",1
"United Kingdom",2015-12-17,"Deaths",0
"Sierra Leone",2015-12-17,"Cases",14122
"Sierra Leone",2015-12-17,"Deaths",3955
"Guinea",2015-12-17,"Cases",3805
"Guinea",2015-12-17,"Deaths",2536
"Italy",2015-12-17,"Cases",1
"Italy",2015-12-17,"Deaths",0
"Senegal",2015-12-17,"Cases",1
"Senegal",2015-12-17,"Deaths",0
"United States of America",2015-12-17,"Cases",4
"United States of America",2015-12-17,"Deaths",1
"Nigeria",2015-12-22,"Cases",20
"Nigeria",2015-12-22,"Deaths",8
"Guinea",2015-12-22,"Cases",3804
"Guinea",2015-12-22,"Deaths",2536
"Senegal",2015-12-22,"Cases",1
"Senegal",2015-12-22,"Deaths",0
"Liberia",2015-12-22,"Cases",10666
"Liberia",2015-12-22,"Deaths",4806
"Spain",2015-12-22,"Cases",1
"Spain",2015-12-22,"Deaths",0
"Mali",2015-12-22,"Cases",8
"Mali",2015-12-22,"Deaths",6
"Sierra Leone",2015-12-22,"Cases",14122
"Sierra Leone",2015-12-22,"Deaths",3955
"United Kingdom",2015-12-22,"Cases",1
"United Kingdom",2015-12-22,"Deaths",0
"Italy",2015-12-22,"Cases",1
"Italy",2015-12-22,"Deaths",0
"United States of America",2015-12-22,"Cases",4
"United States of America",2015-12-22,"Deaths",1
"Liberia",2015-12-22,"Cases",10666
"Liberia",2015-12-22,"Deaths",4806
"United Kingdom",2015-12-23,"Cases",1
"United Kingdom",2015-12-23,"Deaths",0
"Italy",2015-12-23,"Cases",1
"Italy",2015-12-23,"Deaths",0
"Guinea",2015-12-23,"Cases",3804
"Guinea",2015-12-23,"Deaths",2536
"Senegal",2015-12-23,"Cases",1
"Senegal",2015-12-23,"Deaths",0
"Liberia",2015-12-23,"Cases",10666
"Liberia",2015-12-23,"Deaths",4806
"Spain",2015-12-23,"Cases",1
"Spain",2015-12-23,"Deaths",0
"Mali",2015-12-23,"Cases",8
"Mali",2015-12-23,"Deaths",6
"Sierra Leone",2015-12-23,"Cases",14122
"Sierra Leone",2015-12-23,"Deaths",3955
"Liberia",2015-12-23,"Cases",10666
"Liberia",2015-12-23,"Deaths",4806
"Nigeria",2015-12-23,"Cases",20
"Nigeria",2015-12-23,"Deaths",8
"United States of America",2015-12-23,"Cases",4
"United States of America",2015-12-23,"Deaths",1
"United Kingdom",2015-12-29,"Cases",1
"United Kingdom",2015-12-29,"Deaths",0
"Italy",2015-12-29,"Cases",1
"Italy",2015-12-29,"Deaths",0
"Spain",2015-12-29,"Cases",1
"Spain",2015-12-29,"Deaths",0
"Liberia",2015-12-29,"Cases",10666
"Liberia",2015-12-29,"Deaths",4806
"Liberia",2015-12-29,"Cases",10666
"Liberia",2015-12-29,"Deaths",4806
"Sierra Leone",2015-12-29,"Cases",14122
"Sierra Leone",2015-12-29,"Deaths",3955
"Mali",2015-12-29,"Cases",8
"Mali",2015-12-29,"Deaths",6
"Guinea",2015-12-29,"Cases",3804
"Guinea",2015-12-29,"Deaths",2536
"United States of America",2015-12-29,"Cases",4
"United States of America",2015-12-29,"Deaths",1
"Nigeria",2015-12-29,"Cases",20
"Nigeria",2015-12-29,"Deaths",8
"Senegal",2015-12-29,"Cases",1
"Senegal",2015-12-29,"Deaths",0
"Guinea",2016-03-23,"Cases",3804
"Guinea",2016-03-23,"Deaths",2536
"Spain",2016-03-23,"Cases",1
"Spain",2016-03-23,"Deaths",0
"Sierra Leone",2016-03-23,"Cases",14122
"Sierra Leone",2016-03-23,"Deaths",3955
"Senegal",2016-03-23,"Cases",1
"Senegal",2016-03-23,"Deaths",0
"Mali",2016-03-23,"Cases",8
"Mali",2016-03-23,"Deaths",6
"United Kingdom",2016-03-23,"Cases",1
"United Kingdom",2016-03-23,"Deaths",0
"Liberia",2016-03-23,"Cases",10666
"Liberia",2016-03-23,"Deaths",4806
"Liberia",2016-03-23,"Cases",10666
"Liberia",2016-03-23,"Deaths",4806
"Italy",2016-03-23,"Cases",1
"Italy",2016-03-23,"Deaths",0
"Liberia",2016-03-23,"Cases",10666
"Liberia",2016-03-23,"Deaths",4806
"Nigeria",2016-03-23,"Cases",20
"Nigeria",2016-03-23,"Deaths",8
"United States of America",2016-03-23,"Cases",4
"United States of America",2016-03-23,"Deaths",1
